CSDUID,CSDNAME,full_time_medium_income,average_household_size,%_low_income,total_dwelling_count,dwelling_need_regular_or_minor_repair,dwelling_need_major_repair,%_in_core_housing_need_owner,%_in_core_housing_need_tenant
2485075,Moffet,x,2,x,115,95,25,0,...
2485085,Saint-Eugène-de-Guigues,62400,2,13,195,185,15,0,0
2485090,Notre-Dame-du-Nord,50000,2,17,510,460,55,7,24
2485095,Guérin,54800,3,15,140,130,15,0,...
2485100,Nédélec,53600,2,20,155,140,15,0,0
2485105,Rémigny,36400,2,16,145,120,20,0,0
2485802,Kebaowek,55600,2,14,150,140,15,...,...
2485803,Hunter's Point,x,x,x,x,x,x,x,x
2485804,Winneway,x,3,x,55,35,20,...,...
2485806,Timiskaming,42000,3,28,200,165,40,...,...
2485905,Laniel,x,2,x,55,45,10,0,...
2485907,Les Lacs-du-Témiscamingue,x,x,x,x,x,x,x,x
2486042,Rouyn-Noranda,60800,2,11,19280,17955,1325,1,7
2487005,Duparquet,54800,2,15,355,315,45,15,0
2487010,Rapide-Danseur,54800,2,8,150,130,20,11,...
2487015,Roquemaure,47200,2,20,190,175,15,0,0
2487020,Gallichan,60400,2,11,225,210,15,0,0
2487025,Palmarolle,54400,2,12,595,560,30,4,33
2487030,Sainte-Germaine-Boulé,52000,2,10,385,370,15,0,0
2487035,Poularies,52800,2,11,270,245,30,0,0
2487042,Taschereau,53200,2,17,425,400,25,9,0
2487050,Authier,72000,2,18,130,120,10,0,0
2487058,Macamic,59200,2,11,1140,1050,90,0,6
2487070,Sainte-Hélène-de-Mancebourg,60800,3,7,150,140,10,0,0
2487075,Clerval,54800,2,17,165,155,15,14,0
2487080,La Reine,66000,2,10,155,130,25,0,0
2487085,Dupuy,57200,2,11,395,365,30,0,0
2487090,La Sarre,56000,2,17,3495,3270,225,0,11
2487095,Chazel,x,2,11,100,90,15,0,...
2487100,Authier-Nord,41200,2,13,140,130,15,0,...
2487105,Val-Saint-Gilles,x,2,x,75,70,0,0,...
2487110,Clermont,68000,2,10,205,190,20,0,...
2487115,Normétal,61600,2,22,360,325,35,0,22
2487120,Saint-Lambert,x,2,x,90,70,20,0,...
2487902,Lac-Duparquet,x,x,x,x,x,x,x,x
2487904,Rivière-Ojima,x,2,x,30,30,0,0,...
2488005,Champneuf,x,2,x,50,40,10,0,...
2488010,Rochebaucourt,x,2,x,70,70,0,0,...
2488015,La Morandière,x,2,x,115,105,15,0,0
2488022,Barraute,55600,2,15,930,850,85,0,12
2488030,La Corne,70000,2,6,330,310,25,0,0
2488035,Landrienne,57200,2,7,385,340,45,0,0
2488040,Saint-Marc-de-Figuery,75500,3,7,350,330,25,0,0
2488045,La Motte,64500,2,9,200,185,15,0,...
2488050,Saint-Mathieu-d'Harricana,74000,2,5,325,300,25,0,...
2488055,Amos,58000,2,12,5750,5350,405,0,7
2488060,Saint-Félix-de-Dalquier,54400,3,9,405,395,10,0,0
2488065,Saint-Dominique-du-Rosaire,52000,2,10,200,180,20,0,0
2488070,Berry,50400,2,12,200,165,30,0,0
2488075,Trécesson,57200,2,6,515,480,40,0,0
2488080,Launay,x,2,x,110,105,10,0,...
2488085,Sainte-Gertrude-Manneville,51200,3,8,310,265,45,0,0
2488090,Preissac,73500,2,6,430,400,30,5,0
2488802,Pikogan,43200,3,12,160,120,40,...,...
2488902,Lac-Despinassy,x,x,x,x,x,x,x,x
2488904,Lac-Chicobi,x,2,x,80,50,30,0,...
2489008,Val-d'Or,64000,2,11,15035,14120,910,1,6
2489010,Rivière-Héva,82000,2,6,645,590,60,5,0
2489015,Malartic,56800,2,14,1480,1360,120,0,3
2489040,Senneterre,58800,2,22,1390,1265,125,0,4
2489045,Senneterre,60000,2,11,555,515,40,3,0
2489050,Belcourt,x,2,x,115,95,25,0,...
2489802,Kitcisakik,41600,3,41,80,35,45,...,...
2489804,Lac Simon,36000,4,36,340,145,195,...,...
2489902,Matchi-Manitou,x,x,x,x,x,x,x,x
2489908,Lac-Metei,x,x,x,x,x,x,x,x
2489910,Réservoir-Dozois,x,x,x,x,x,x,x,x
2489912,Lac-Granet,x,x,x,x,x,x,x,x
2490012,La Tuque,56800,2,15,5540,5170,370,1,7
2490017,La Bostonnais,59200,2,12,275,265,15,0,...
2490027,Lac-Édouard,x,2,x,115,110,0,0,...
2490802,Communauté de Wemotaci,34800,4,20,290,185,105,...,...
2490804,Obedjiwan 28,38000,5,33,425,350,80,...,...
2491005,Lac-Bouchette,51200,2,23,640,580,60,9,25
2491010,Saint-André-du-Lac-Saint-Jean,52800,2,20,225,200,25,11,0
2491015,Saint-François-de-Sales,48000,2,22,335,315,15,0,0
2491020,Chambord,50800,2,13,850,805,40,5,15
2491025,Roberval,52000,2,14,4520,4280,240,1,9
2491030,Sainte-Hedwidge,58800,2,12,410,400,15,0,0
2491035,Saint-Prime,51600,2,10,1175,1110,65,0,0
2491042,Saint-Félicien,56800,2,13,4685,4435,250,1,6
2491050,La Doré,56400,2,12,610,575,35,0,20
2491802,Mashteuiatsh,56400,3,11,805,745,65,...,...
2491902,Lac-Ashuapmushuan,x,2,x,x,x,x,x,x
2492005,Saint-Augustin,54400,2,13,145,120,25,0,0
2492010,Péribonka,66500,2,13,270,260,10,0,0
2492015,Sainte-Jeanne-d'Arc,59200,2,11,495,465,25,0,0
2492022,Dolbeau-Mistassini,53200,2,14,6260,5985,280,1,6
2492030,Albanel,58000,2,10,945,895,50,0,0
2492040,Normandin,51200,2,13,1280,1235,45,0,0
2492045,Saint-Thomas-Didyme,50400,2,15,365,355,10,9,0
2492050,Saint-Edmond-les-Plaines,53200,2,19,150,135,20,0,0
2492055,Girardville,46800,2,13,470,440,30,4,0
2492060,Notre-Dame-de-Lorette,x,2,x,85,75,10,0,...
2492065,Saint-Eugène-d'Argentenay,41600,2,15,205,180,25,0,0
2492070,Saint-Stanislas,41200,2,18,165,160,0,0,0
2492902,Passes-Dangereuses,x,2,x,115,115,0,0,0
2492904,Rivière-Mistassini,x,x,x,x,x,x,x,x
2493005,Desbiens,48800,2,14,455,425,25,9,0
2493012,Métabetchouan--Lac-à-la-Croix,50000,2,11,1805,1710,95,2,6
2493020,Hébertville,52800,2,13,1080,1020,60,0,0
2493025,Hébertville-Station,49200,2,13,560,535,30,0,0
2493030,Saint-Bruno,55600,2,8,1225,1145,80,0,0
2493035,Saint-Gédéon,54800,2,9,970,915,50,0,0
2493042,Alma,54800,2,12,13815,13165,650,1,8
2493045,Saint-Nazaire,53200,2,11,835,765,70,2,0
2493055,Labrecque,50000,2,9,575,535,40,0,0
2493060,Lamarche,38000,2,18,240,220,20,0,0
2493065,L'Ascension-de-Notre-Seigneur,49200,2,12,855,815,45,0,12
2493070,Saint-Henri-de-Taillon,62000,2,11,385,350,30,0,0
2493075,Sainte-Monique,47200,2,13,375,360,15,0,0
2493080,Saint-Ludger-de-Milot,42800,2,15,320,280,35,9,38
2493902,Mont-Apica,x,x,x,x,x,x,x,x
2493904,Lac-Moncouche,x,x,x,x,x,x,x,x
2493906,Lac-Achouakan,x,x,x,x,x,x,x,x
2493908,Belle-Rivière,x,x,x,x,x,x,x,x
2494068,Saguenay,57200,2,12,67525,64365,3160,1,6
2494205,Petit-Saguenay,39600,2,26,305,295,15,9,0
2494210,L'Anse-Saint-Jean,52400,2,14,620,590,25,4,0
2494215,Rivière-Éternité,44400,2,12,205,185,20,0,0
2494220,Ferland-et-Boilleau,52400,2,11,260,240,20,0,0
2494225,Saint-Félix-d'Otis,53200,2,10,550,485,65,0,0
2494230,Sainte-Rose-du-Nord,48000,2,18,210,195,20,0,0
2494235,Saint-Fulgence,50800,2,12,925,885,40,0,0
2494240,Saint-Honoré,57200,3,7,2535,2410,125,1,0
2494245,Saint-David-de-Falardeau,59600,2,11,1380,1320,60,0,0
2494250,Bégin,42800,2,16,385,370,20,0,0
2494255,Saint-Ambroise,53200,2,11,1700,1625,75,0,0
2494260,Saint-Charles-de-Bourget,54400,2,11,340,320,20,0,0
2494265,Larouche,58400,2,8,695,655,40,0,0
2494926,Lalemant,x,x,x,x,x,x,x,x
2494928,Lac-Ministuk,x,3,x,30,30,0,0,...
2494930,Mont-Valin,x,x,x,x,x,x,x,x
2495005,Tadoussac,50000,2,11,395,355,40,7,0
2495010,Sacré-Coeur,47200,2,11,745,695,50,5,18
2495018,Les Bergeronnes,56800,2,12,300,265,30,9,0
2495025,Les Escoumins,52400,2,12,860,780,70,7,8
2495032,Longue-Rive,44400,2,24,490,445,35,12,18
2495040,Portneuf-sur-Mer,58400,2,21,310,300,0,9,0
2495045,Forestville,51200,2,18,1475,1335,145,0,13
2495050,Colombier,52000,2,21,325,295,35,0,0
2495802,Essipit,73000,2,12,130,125,0,...,...
2495902,Lac-au-Brochet,x,x,x,x,x,x,x,x
2496005,Baie-Trinité,x,2,23,245,215,30,0,...
2496010,Godbout,x,2,18,160,125,35,0,0
2496015,Franquelin,72500,2,12,160,135,25,0,...
2496020,Baie-Comeau,64500,2,9,9555,9000,555,1,6
2496025,Pointe-Lebel,57200,2,6,855,795,65,0,0
2496030,Pointe-aux-Outardes,72000,2,6,640,585,55,0,0
2496035,Chute-aux-Outardes,46400,2,17,695,635,65,0,0
2496040,Ragueneau,61200,2,14,615,565,45,0,0
2496802,Pessamit,37600,3,26,820,650,165,...,...
2496902,Rivière-aux-Outardes,x,2,x,30,15,15,0,...
2497007,Sept-Îles,67500,2,9,11270,10475,800,1,9
2497022,Port-Cartier,84000,2,9,2935,2800,135,0,6
2497035,Fermont,133000,2,2,980,900,80,0,0
2497040,Schefferville,x,2,x,125,105,25,0,0
2497802,Uashat 27,45600,3,24,490,365,125,...,...
2497804,Maliotenam,42000,3,16,525,405,130,...,...
2497806,Kawawachikamach,57600,3,12,190,140,55,...,...
2497808,Matimekosh,46400,3,18,200,135,65,...,...
2497810,Lac-John,x,x,x,x,x,x,x,x
2497902,Rivière-Nipissis,x,x,x,x,x,x,x,x
2497904,Lac-Walker,x,2,x,35,40,0,0,...
2497906,Rivière-Mouchalagane,x,x,x,x,x,x,x,x
2497908,Caniapiscau,x,x,x,x,x,x,x,x
2497912,Lac-Juillet,x,x,x,x,x,x,x,x
2497914,Lac-Vacher,x,2,x,30,30,0,0,0
2498005,Blanc-Sablon,58000,2,7,460,425,40,7,0
2498010,Bonne-Espérance,55200,3,7,285,270,15,0,...
2498012,Saint-Augustin,54400,2,14,175,170,0,0,0
2498014,Gros-Mécatina,45600,2,18,200,175,25,0,0
2498015,Côte-Nord-du-Golfe-du-Saint-Laurent,67000,2,11,360,340,20,0,0
2498020,L'Île-d'Anticosti,x,2,x,110,95,10,0,0
2498025,Natashquan,53200,2,9,120,115,0,0,0
2498030,Aguanish,x,2,x,140,130,10,0,0
2498035,Baie-Johan-Beetz,x,2,x,50,40,10,0,...
2498040,Havre-Saint-Pierre,73500,2,5,1410,1325,85,1,0
2498045,Longue-Pointe-de-Mingan,56000,2,11,200,175,15,0,0
2498050,Rivière-Saint-Jean,x,2,x,140,105,35,0,0
2498055,Rivière-au-Tonnerre,x,2,15,150,105,45,24,...
2498802,Pakuashipi,x,x,x,x,x,x,x,x
2498804,Romaine 2,x,x,x,x,x,x,x,x
2498806,Nutashkuan,36800,4,3,230,160,70,...,...
2498808,Mingan,42400,4,10,160,125,30,...,...
2498904,Lac-Jérôme,x,x,x,x,x,x,x,x
2498912,Petit-Mécatina,x,x,x,x,x,x,x,x
2499005,Lebel-sur-Quévillon,70000,2,7,945,865,80,0,0
2499010,Waswanipi,x,x,x,x,x,x,x,x
2499015,Matagami,79500,2,5,605,580,30,4,19
2499020,Chapais,62800,2,12,650,595,50,15,29
2499025,Chibougamau,65000,2,9,3190,2945,240,1,5
2499030,Mistissini,x,x,x,x,x,x,x,x
2499035,Waskaganish,x,x,x,x,x,x,x,x
2499040,Nemaska,x,x,x,x,x,x,x,x
2499045,Eastmain,x,x,x,x,x,x,x,x
2499050,Wemindji,x,x,x,x,x,x,x,x
2499055,Chisasibi,x,x,x,x,x,x,x,x
2499060,Eeyou Istchee Baie-James,54400,3,11,915,740,180,15,25
2499065,Kawawachikamach,x,x,x,x,x,x,x,x
2499070,Whapmagoostui,x,x,x,x,x,x,x,x
2499075,Kuujjuarapik,48000,3,22,245,170,80,...,50
2499080,Umiujaq,45200,3,19,165,125,40,...,44
2499085,Inukjuak,54400,4,17,480,380,105,...,40
2499090,Kangiqsualujjuaq,33600,4,14,245,205,40,0,36
2499095,Kuujjuaq,76000,3,6,985,805,180,0,2
2499100,Tasiujaq,23600,4,14,105,95,10,...,24
2499105,Aupaluk,x,3,x,70,45,25,...,43
2499110,Kangirsuk,45200,3,11,170,115,55,0,30
2499115,Quaqtaq,39200,3,18,145,110,30,...,41
2499120,Puvirnituq,44800,4,15,550,405,145,0,38
2499125,Akulivik,35600,4,17,185,150,30,...,44
2499130,Kangiqsujuaq,45600,3,18,300,255,40,...,32
2499135,Salluit,42400,4,15,430,320,105,0,43
2499140,Ivujivik,36800,3,20,125,95,30,...,42
2499802,Waswanipi,52400,4,6,130,95,30,...,...
2499804,Mistissini,58000,4,8,1020,810,215,...,...
2499806,Waskaganish,53200,5,5,565,445,120,...,...
2499808,Nemaska,54000,4,5,220,165,55,...,...
2499810,Eastmain,59600,4,2,220,160,65,...,...
2499812,Wemindji,53200,4,4,400,270,125,...,...
2499814,Chisasibi,58400,5,4,1055,875,175,...,...
2499816,Whapmagoostui,51600,5,6,225,120,110,...,...
2499818,Oujé-Bougoumou,52000,4,6,220,160,60,...,...
2499877,Kuujjuarapik,x,x,x,x,x,x,x,x
2499878,Umiujaq,x,x,x,x,x,x,x,x
2499879,Inukjuak,x,x,x,x,x,x,x,x
2499883,Akulivik,x,x,x,x,x,x,x,x
2499885,Ivujivik,x,x,x,x,x,x,x,x
2499887,Salluit,x,x,x,x,x,x,x,x
2499888,Kangiqsujuaq,x,x,x,x,x,x,x,x
2499889,Quaqtaq,x,x,x,x,x,x,x,x
2499890,Kangirsuk,x,x,x,x,x,x,x,x
2499891,Aupaluk,x,x,x,x,x,x,x,x
2499892,Tasiujaq,x,x,x,x,x,x,x,x
2499893,Kuujjuaq,x,x,x,x,x,x,x,x
2499894,Kangiqsualujjuaq,x,x,x,x,x,x,x,x
2499902,Rivière-Koksoak,x,x,x,x,x,x,x,x
2499904,Baie-d'Hudson,x,x,x,x,x,x,x,x
3501005,South Glengarry,60800,2,9,5430,5095,335,2,9
3501007,Akwesasne (Part) 59,x,x,x,x,x,x,x,x
3501011,South Stormont,62400,3,7,5415,5050,365,3,11
3501012,Cornwall,51200,2,18,21390,19560,1820,4,22
3501020,South Dundas,56800,2,11,4650,4260,385,3,9
3501030,North Dundas,63200,3,8,4540,4200,335,3,11
3501042,North Stormont,58400,3,9,2850,2655,200,3,14
3501050,North Glengarry,54800,2,15,4425,4025,395,3,8
3502001,East Hawkesbury,56000,2,12,1425,1275,145,3,0
3502008,Hawkesbury,50000,2,21,5080,4660,420,3,14
3502010,Champlain,63200,2,10,3750,3550,200,1,8
3502023,Alfred and Plantagenet,59200,2,9,4080,3840,245,2,12
3502025,The Nation / La Nation,65000,3,6,5100,4745,360,1,10
3502036,Clarence-Rockland,70000,3,5,10095,9560,535,5,32
3502044,Casselman,69500,2,6,1580,1525,50,0,17
3502048,Russell,76000,3,4,7225,6945,280,2,23
3506008,Ottawa,77500,3,9,407250,385390,21860,5,23
3507004,Edwardsburgh/Cardinal,60800,2,10,3140,2845,290,2,7
3507006,Augusta,59200,3,6,2950,2720,235,3,11
3507008,Prescott,52800,2,17,1890,1685,205,5,23
3507014,Elizabethtown-Kitley,56400,3,8,3790,3490,300,4,12
3507015,Brockville,55600,2,15,10645,9815,835,4,23
3507017,Front of Yonge,54800,2,10,1075,965,105,0,0
3507021,Leeds and the Thousand Islands,60000,2,8,3995,3705,290,1,12
3507024,Gananoque,53200,2,13,2565,2355,210,3,10
3507033,Westport,45200,2,15,335,305,30,9,40
3507040,Rideau Lakes,56800,2,10,4695,4300,395,4,16
3507042,Athens,57600,3,9,1215,1140,80,2,0
3507052,Merrickville-Wolford,59600,2,7,1290,1225,65,2,14
3507065,North Grenville,73000,3,5,7040,6625,415,5,28
3509001,Montague,63200,3,8,1500,1385,120,2,0
3509004,Smiths Falls,49600,2,16,4310,3890,420,5,24
3509010,Drummond/North Elmsley,63600,3,6,3290,3075,215,2,16
3509015,Tay Valley,57200,2,9,2420,2250,170,3,11
3509021,Perth,57600,2,14,3270,3080,185,4,21
3509024,Beckwith,77000,3,3,3370,3220,155,2,0
3509028,Carleton Place,65500,2,7,5210,4910,295,2,17
3509030,Mississippi Mills,70000,2,6,6045,5735,305,2,17
3509039,Lanark Highlands,59600,2,12,2490,2250,240,3,20
3510005,Frontenac Islands,64000,2,9,900,785,120,6,39
3510010,Kingston,64000,2,11,57835,54055,3780,3,20
3510020,South Frontenac,66500,3,6,7935,7335,600,4,18
3510035,Central Frontenac,56000,2,15,2175,1925,250,6,19
3510045,North Frontenac,59200,2,16,1135,1055,80,14,0
3511005,Loyalist,63200,3,6,6830,6330,495,4,24
3511015,Greater Napanee,60000,2,11,6865,6400,465,4,20
3511030,Stone Mills,59200,3,8,3070,2810,260,4,15
3511035,Addington Highlands,50000,2,18,1120,1025,95,19,49
3512001,Tyendinaga,59600,3,6,1650,1565,80,4,24
3512002,Deseronto,55200,2,16,720,625,90,7,27
3512004,Tyendinaga Mohawk Territory,53200,3,24,1035,915,120,...,...
3512005,Belleville,57600,2,12,23535,22130,1405,5,28
3512015,Quinte West,59600,2,9,19055,17780,1275,5,22
3512020,Stirling-Rawdon,54400,3,11,1975,1750,220,5,29
3512026,Centre Hastings,55600,2,13,1940,1800,140,3,11
3512030,Tweed,54400,2,13,2590,2340,250,3,15
3512036,Madoc,55600,3,14,870,820,50,4,25
3512046,Marmora and Lake,54400,2,17,1885,1740,145,4,12
3512048,Tudor and Cashel,47200,2,20,350,320,35,22,0
3512051,Limerick,x,2,19,195,170,30,14,0
3512054,Wollaston,51600,2,24,360,310,50,26,0
3512058,Faraday,60000,2,17,755,690,70,14,53
3512061,Bancroft,49200,2,20,1800,1645,160,3,12
3512065,Carlow/Mayo,52800,2,15,415,375,35,6,55
3512076,Hastings Highlands,52000,2,14,2005,1745,265,6,0
3513020,Prince Edward County,58000,2,10,11335,10510,825,5,19
3514004,Brighton,61200,2,8,5015,4740,280,2,17
3514014,Cramahe,58400,3,9,2600,2430,175,3,13
3514019,Hamilton,67000,3,5,4280,3970,315,4,18
3514020,Port Hope,64000,2,8,7320,6860,455,7,35
3514021,Cobourg,61200,2,10,9135,8635,495,5,24
3514024,Alnwick/Haldimand,64500,3,7,2825,2660,165,3,13
3514027,Alderville First Nation,54800,2,28,250,220,35,...,...
3514045,Trent Hills,53600,2,12,5900,5485,420,4,17
3515003,Asphodel-Norwood,60800,3,10,1855,1710,140,4,13
3515005,Otonabee-South Monaghan,63600,3,7,2735,2610,120,5,27
3515008,Hiawatha First Nation,45200,2,19,155,130,25,...,...
3515013,Cavan Monaghan,67500,3,6,3555,3355,195,3,17
3515014,Peterborough,58800,2,13,35980,33775,2210,5,28
3515015,Selwyn,66000,3,7,7480,7060,420,4,30
3515019,Curve Lake First Nation 35,46800,2,25,545,450,95,...,...
3515023,Douro-Dummer,62800,3,7,2925,2695,230,4,15
3515030,Havelock-Belmont-Methuen,55200,2,14,2230,2055,180,3,0
3515037,North Kawartha,53600,2,12,1335,1235,100,11,44
3515044,Trent Lakes,68000,2,10,2950,2725,230,5,15
3516010,Kawartha Lakes,60400,2,10,32705,30450,2250,7,28
3518001,Pickering,73500,3,5,33425,32220,1205,8,25
3518005,Ajax,70000,3,6,39490,38175,1315,8,26
3518009,Whitby,80000,3,5,46460,44975,1485,5,25
3518013,Oshawa,62800,3,10,66630,62465,4170,6,31
3518017,Clarington,73500,3,5,35950,34750,1205,5,24
3518020,Scugog,74500,3,6,8245,7805,440,4,16
3518022,Mississaugas of Scugog Island,x,3,x,50,45,0,...,...
3518029,Uxbridge,78000,3,6,8010,7620,385,7,28
3518039,Brock,62800,3,9,4785,4435,350,6,17
3519028,Vaughan,75000,3,6,103915,101295,2615,9,26
3519036,Markham,70500,3,11,110865,107505,3365,12,28
3519038,Richmond Hill,74000,3,12,69315,66765,2545,12,31
3519044,Whitchurch-Stouffville,77000,3,6,16710,16135,570,8,28
3519046,Aurora,80000,3,8,21510,20865,640,8,27
3519048,Newmarket,71000,3,8,30300,29095,1205,8,28
3519049,King,86000,3,6,8965,8650,320,5,18
3519054,East Gwillimbury,74500,3,7,11450,11045,405,7,23
3519070,Georgina,65000,3,8,17895,16750,1145,10,32
3519076,Chippewas of Georgina Island First Nation,x,2,x,110,85,25,...,...
3520005,Toronto,69500,2,13,1160890,1086415,74480,11,29
3521005,Mississauga,66500,3,9,244575,232950,11625,10,28
3521010,Brampton,57600,4,6,182475,176400,6070,9,27
3521024,Caledon,72500,3,5,23700,22830,870,6,26
3522001,East Garafraxa,71500,3,5,905,850,55,3,0
3522008,Amaranth,67500,3,6,1370,1250,120,2,19
3522010,Grand Valley,64500,3,9,1395,1330,65,5,13
3522012,Mono,77500,3,5,3130,2965,165,7,24
3522014,Orangeville,68000,3,6,11060,10610,450,6,36
3522016,Mulmur,73000,3,6,1390,1265,125,6,0
3522019,Melancthon,56000,3,9,1035,970,65,3,13
3522021,Shelburne,62800,3,7,3025,2890,135,3,14
3523001,Puslinch,82000,3,5,2855,2765,90,4,0
3523008,Guelph,65500,3,8,56480,53805,2675,5,22
3523009,Guelph/Eramosa,75000,3,4,4840,4590,245,3,29
3523017,Erin,72500,3,6,4220,3950,270,3,11
3523025,Centre Wellington,65500,3,6,11975,11565,405,2,17
3523033,Mapleton,56000,3,9,3245,3070,175,3,17
3523043,Minto,56000,3,11,3415,3220,200,1,9
3523050,Wellington North,53200,3,12,4790,4505,290,4,22
3524001,Oakville,91000,3,9,73560,71140,2420,6,24
3524002,Burlington,81000,3,6,73180,70195,2980,4,20
3524009,Milton,76500,3,6,40035,38960,1075,7,22
3524015,Halton Hills,79000,3,5,21825,20870,955,5,32
3525005,Hamilton,64500,3,11,222805,208115,14690,6,28
3526003,Fort Erie,57600,2,11,14080,13180,905,6,27
3526011,Port Colborne,58000,2,12,8710,8105,605,6,29
3526014,Wainfleet,64000,3,7,2615,2430,185,5,0
3526021,West Lincoln,64500,3,6,5295,5025,270,2,14
3526028,Pelham,78500,3,5,6960,6700,265,3,19
3526032,Welland,56000,2,12,23655,22165,1495,5,28
3526037,Thorold,56800,3,11,9095,8650,445,4,22
3526043,Niagara Falls,57200,3,12,37790,35740,2050,6,23
3526047,Niagara-on-the-Lake,71000,2,8,7855,7535,320,4,17
3526053,St. Catharines,57200,2,12,58905,55505,3395,5,25
3526057,Lincoln,70000,3,6,9555,9170,385,4,14
3526065,Grimsby,75000,3,5,11395,10970,430,4,25
3528018,Haldimand County,63200,3,8,18720,17600,1120,2,18
3528035,New Credit (Part) 40A,x,3,x,50,50,10,...,...
3528037,Six Nations (Part) 40,x,x,x,x,x,x,x,x
3528052,Norfolk County,58000,2,10,27595,25990,1600,3,18
3529005,Brant,68000,3,6,14330,13545,780,3,16
3529006,Brantford,58400,3,11,41675,39160,2520,4,25
3529020,Six Nations (Part) 40,x,x,x,x,x,x,x,x
3529021,New Credit (Part) 40A,56400,3,29,200,150,45,...,...
3530004,North Dumfries,76500,3,4,3690,3515,175,3,10
3530010,Cambridge,62800,3,8,51270,48615,2660,4,21
3530013,Kitchener,62000,3,10,99815,95085,4720,4,20
3530016,Waterloo,74500,3,11,47040,45305,1735,4,15
3530020,Wilmot,70500,3,4,7890,7645,245,2,20
3530027,Wellesley,59600,3,8,3370,3245,120,3,0
3530035,Woolwich,69000,3,7,9360,9010,350,3,23
3531011,Stratford,58800,2,10,14745,13915,830,3,16
3531013,Perth South,57200,3,7,1400,1325,70,2,11
3531016,St. Marys,61600,2,8,3130,2990,140,2,6
3531025,West Perth,57600,3,7,3435,3250,180,0,6
3531030,Perth East,50800,3,10,4110,3940,170,2,4
3531040,North Perth,54800,3,9,5955,5700,255,3,18
3532002,Norwich,55200,3,10,3765,3575,185,2,5
3532004,Tillsonburg,56800,2,9,8230,7940,285,2,16
